"externalid","limitname","max_value","remaining_value","eventdate"
"5995b656-a2c9-4503-a140-1761742b3675","DailyBulkApiBatches",15000,5709,2021-06-23 09:13:21
d19595bb-82ab-41b6-b46c-a7c2be35cbf7,"DailyBulkApiBatches",15000,7554,2021-06-25 03:13:55
"7dcb1673-9192-4bd1-8d33-2a32766108d8","DailyBulkApiBatches",15000,7433,2021-06-25 04:14:34
"4dc131ef-4be4-4bfb-9f3b-b5e734e451ff","DailyBulkApiBatches",15000,7314,2021-06-25 05:14:11
deff4c7f-196d-474d-8558-c6e95b805bdd,"DailyBulkApiBatches",15000,7193,2021-06-25 06:14:43
d9595a05-b83b-4361-9851-5d4bba30f330,"DailyBulkApiBatches",15000,7079,2021-06-25 07:13:46
"8c9b3182-96bb-48b6-a191-0dfd8b58af5d","DailyBulkApiBatches",15000,6974,2021-06-25 08:12:14
"8e01945f-c856-486f-8b92-984b3222d595","DailyBulkApiBatches",15000,6841,2021-06-25 09:13:41
c87f6d85-a678-46ce-abf1-4658d5b45f60,"DailyBulkApiBatches",15000,7076,2021-06-25 10:14:11
af0341ec-c83f-459e-9c6b-eb4db5c11244,"DailyBulkApiBatches",15000,7363,2021-06-25 11:13:49
"6095fc59-12c0-494b-88ae-8baa6a7432d3","DailyBulkApiBatches",15000,7364,2021-06-25 12:13:47
aaf63c9a-55fd-4fa2-8fbc-e54098386654,"DailyBulkApiBatches",15000,7363,2021-06-25 13:14:00
"74dc9d96-8b80-43ec-89a9-ea9be6a76e1b","DailyBulkApiBatches",15000,7373,2021-06-25 14:12:13
"70574c9b-2552-4b96-b7c9-7c4f092996fc","DailyBulkApiBatches",15000,7359,2021-06-25 15:13:56
"5d036b6c-af7f-4d92-8421-18a57bb23e52","DailyBulkApiBatches",15000,7359,2021-06-25 16:14:09
a5be0c96-34e3-402e-afba-4fe72cdb0ce7,"DailyBulkApiBatches",15000,7001,2021-06-25 17:13:36
"33903ecc-1a41-4076-aaac-f19b7410948d","DailyBulkApiBatches",15000,6994,2021-06-25 18:14:39
"8495b3f5-284f-494a-ac4c-4f0784763472","DailyBulkApiBatches",15000,7006,2021-06-25 19:13:06
"1cc12887-92a9-43dd-aefd-7fa25908ac07","DailyBulkApiBatches",15000,7006,2021-06-25 20:13:05
d5dfa87a-8d20-490a-b62b-853a108627d7,"DailyBulkApiBatches",15000,6993,2021-06-25 21:14:33
d9c21742-110e-472a-8d0f-99af5a342b95,"DailyBulkApiBatches",15000,6996,2021-06-25 22:14:12
b5899886-cfb3-4391-bffb-935b057e472d,"DailyBulkApiBatches",15000,6649,2021-06-25 23:12:35
"0df52ee8-293c-4fda-9b49-d3665d437189","DailyBulkApiBatches",15000,6628,2021-06-26 00:16:24
b5eee7d4-2a2a-4117-82c8-4ff52daa10ee,"DailyBulkApiBatches",15000,6655,2021-06-26 01:12:00
"268c3743-a95e-4724-86d5-0c7851edd782","DailyBulkApiBatches",15000,6637,2021-06-26 02:14:01
"37208700-58ac-469e-b986-962d4b0f3508","DailyBulkApiBatches",15000,6634,2021-06-26 03:14:07
"8b827576-e36b-4c08-ac41-b86a174efedf","DailyBulkApiBatches",15000,6639,2021-06-26 04:13:07
"25863d45-0b99-40de-9cda-0482b5cfbd58","DailyBulkApiBatches",15000,6659,2021-06-26 05:11:19
"4fc522e8-c55f-487a-aef6-7b2fde1bc005","DailyBulkApiBatches",15000,8075,2021-06-26 06:14:25
"44fb46f1-a782-44e6-9753-0ea37de5dc61","DailyBulkApiBatches",15000,7714,2021-06-26 07:15:02
a08678fa-5b9c-4881-8888-5e3f76d42a69,"DailyBulkApiBatches",15000,8412,2021-06-26 08:13:53
caf59851-40fd-4ebc-85da-0b6f5962b724,"DailyBulkApiBatches",15000,8794,2021-06-26 09:14:39
"12500449-304d-4d5f-813a-2908f04cfe7f","DailyBulkApiBatches",15000,8454,2021-06-26 10:12:10
"8e246118-37ec-47ff-94d0-f174d306710f","DailyBulkApiBatches",15000,9167,2021-06-26 11:13:07
"853b1f8a-2e19-472f-a0d4-8f90f696e6ca","DailyBulkApiBatches",15000,9540,2021-06-26 12:14:14
bc50acee-9b2e-47fd-8e4a-65b62cc10df0,"DailyBulkApiBatches",15000,10625,2021-06-26 13:13:27
"82e850ab-aadf-4835-981c-e8117b6c06c0","DailyBulkApiBatches",15000,10630,2021-06-26 14:14:26
b1df8f6d-a790-4d31-9784-f08b1c8fcab9,"DailyBulkApiBatches",15000,10280,2021-06-26 15:13:52
b04fdecd-e07c-4ae4-9515-fc81a939bc52,"DailyBulkApiBatches",15000,10269,2021-06-26 16:13:28
"4917bb8a-a512-4f11-9330-2e59423be7a1","DailyBulkApiBatches",15000,9915,2021-06-26 17:13:05
"95a03e08-7b6f-4b0a-a41a-5e92cd3c81f5","DailyBulkApiBatches",15000,9422,2021-06-26 18:14:25
add07ced-cc89-4758-8783-75fc01c22733,"DailyBulkApiBatches",15000,9372,2021-06-26 19:13:09
"2cb6951d-b689-4918-8da3-0ea6671f3c10","DailyBulkApiBatches",15000,9577,2021-06-26 20:12:56
"07644684-c5c2-4b33-b760-f9fc906658b5","DailyBulkApiBatches",15000,9446,2021-06-26 21:11:51
"4886dde3-e534-43c2-b00e-b886bc4d8e68","DailyBulkApiBatches",15000,8960,2021-06-26 22:12:58
"5aa3c194-1702-46d5-89aa-922cc0d9cba9","DailyBulkApiBatches",15000,8483,2021-06-26 23:14:14
bc9f435c-a544-4b11-be5b-696e6d5fcbdc,"DailyBulkApiBatches",15000,9073,2021-06-27 00:15:34
d1a52e91-bc48-44bd-9591-17bc5e0b0be8,"DailyBulkApiBatches",15000,8598,2021-06-27 01:14:18
"11421b1a-3c2d-47f8-a1e4-9c50376e9eef","DailyBulkApiBatches",15000,8126,2021-06-27 02:13:30
"56e053d2-0895-4b44-9b4a-6f1e31f6def4","DailyBulkApiBatches",15000,7636,2021-06-27 03:13:47
c1f5ff5d-b945-4dcf-96a6-bcb6b84bccc8,"DailyBulkApiBatches",15000,7171,2021-06-27 04:13:44
"97d66be6-ff2a-4255-8423-2a2470cc0a9e","DailyBulkApiBatches",15000,7057,2021-06-27 05:13:48
"69dbca5b-b26d-468e-ae30-2c7df3645648","DailyBulkApiBatches",15000,6561,2021-06-27 06:13:54
"012f272c-f618-4379-8569-2d1b32861f5d","DailyBulkApiBatches",15000,6107,2021-06-27 07:11:47
"9cb0bf36-b666-4a77-b54f-593b04c7c701","DailyBulkApiBatches",15000,5609,2021-06-27 08:13:34
"8b53755e-ec26-4e5e-ae44-ab40f1af168a","DailyBulkApiBatches",15000,5145,2021-06-27 09:12:07
"0689e9b5-9ec8-467c-b2e8-f8b126296dde","DailyBulkApiBatches",15000,5002,2021-06-27 10:13:27
ea785f4d-381d-4cae-a405-6dcc53e3fb8f,"DailyBulkApiBatches",15000,5640,2021-06-27 13:13:14
"847babc6-76e4-4ccb-9049-0b19c1a2c8e1","DailyBulkApiBatches",15000,5504,2021-06-27 14:13:12
a68c6ae7-b7aa-4be9-97f0-8a9719f31972,"DailyBulkApiBatches",15000,5388,2021-06-27 15:13:58
bb308d2d-8be7-4e15-b053-7eae8f7a81dd,"DailyBulkApiBatches",15000,5380,2021-06-27 16:13:42
"9705f526-c5f2-4dc1-bdbc-f5cda87fadd5","DailyBulkApiBatches",15000,5479,2021-06-27 17:13:13
"86eb804e-024f-4cc2-8498-dbdbc0f2e3bd","DailyBulkApiBatches",15000,5593,2021-06-27 18:14:10
e84540c3-70a7-40e7-9009-6c16290b85be,"DailyBulkApiBatches",15000,5349,2021-06-27 19:13:56
"056052e3-0462-4602-9bd0-d5efe3dac565","DailyBulkApiBatches",15000,5473,2021-06-27 20:13:26
"3c8d224b-9421-4743-a3b7-ce8ee2c816f1","DailyBulkApiBatches",15000,5590,2021-06-27 21:13:36
"523c7225-815d-4187-9b74-5ffef77bcafb","DailyBulkApiBatches",15000,5715,2021-06-27 22:11:46
"09e64cc0-422e-492e-b0a4-7ed785cb0dec","DailyBulkApiBatches",15000,5811,2021-06-27 23:13:36
"2b197b9e-4a5e-4172-86ba-87788538baed","DailyBulkApiBatches",15000,5930,2021-06-28 00:15:24
"02e98803-4f52-41bb-a6fe-aebc4e7fe704","DailyBulkApiBatches",15000,6052,2021-06-28 01:14:02
"4807f187-65d3-45e4-b297-c8be028456ab","DailyBulkApiBatches",15000,6170,2021-06-28 02:14:21
b8b7ec93-0a1f-49bd-ba88-22cbf1ab1c58,"DailyBulkApiBatches",15000,6292,2021-06-28 03:14:26
d98566d2-d7ab-4e07-9feb-6aa82bd90e98,"DailyBulkApiBatches",15000,6418,2021-06-28 04:14:03
"8c4994c4-0599-417f-9602-9dceca0fc689","DailyBulkApiBatches",15000,6540,2021-06-28 05:13:31
"669adaef-f1ab-4035-9431-31fb88bf3a04","DailyBulkApiBatches",15000,6641,2021-06-28 06:14:53
efa0ecd3-d422-4d0b-bd9f-106d4143f61e,"DailyBulkApiBatches",15000,6775,2021-06-28 07:13:27
"8ec2d425-3304-469c-b65b-41b2fa551cba","DailyBulkApiBatches",15000,6883,2021-06-28 08:15:25
"38034c80-64f6-4e5f-a6c9-78b2f587355c","DailyBulkApiBatches",15000,7014,2021-06-28 09:14:15
"807120d3-358e-47da-ab27-8c2209879fd5","DailyBulkApiBatches",15000,7079,2021-06-28 10:13:31
bd1ffe11-fb68-400b-8f79-480f7500b856,"DailyBulkApiBatches",15000,6732,2021-06-28 11:11:25
ea54b1f5-828a-4106-850e-c4af6f075751,"DailyBulkApiBatches",15000,6355,2021-06-28 12:13:39
"53fbef3b-1011-4d1d-adce-16beba9c3c6e","DailyBulkApiBatches",15000,6467,2021-06-28 13:14:12
"62bbcb47-5d09-450b-ae87-78ec9ad0c15b","DailyBulkApiBatches",15000,6600,2021-06-28 14:14:17
"5c90e1b2-08bc-4374-bf6b-f31cb35e32ca","DailyBulkApiBatches",15000,6645,2021-06-28 15:13:24
"392316f5-95f2-4868-bf5f-7c99647ff584","DailyBulkApiBatches",15000,6637,2021-06-28 16:15:42
c77c1268-5a85-44c1-8ff2-51522c8d5719,"DailyBulkApiBatches",15000,6635,2021-06-28 17:14:13
f1122113-a1b6-4156-8d97-4a44de3a8410,"DailyBulkApiBatches",15000,6641,2021-06-28 18:13:27
a00d0a02-cf1d-42ea-b4bd-2a3507b34a42,"DailyBulkApiBatches",15000,6637,2021-06-28 19:14:14
"821ee4f1-0c15-4f29-bc6e-8770ec7f144f","DailyBulkApiBatches",15000,6636,2021-06-28 20:14:36
dcbc8726-fb2e-48cb-abf3-38faa54ff3c4,"DailyBulkApiBatches",15000,6635,2021-06-28 21:13:51
"89c73206-30b1-421e-b256-302498da71a3","DailyBulkApiBatches",15000,6637,2021-06-28 22:14:01
"9b84a5e3-4bf4-4a2b-b994-5957ac2835ee","DailyBulkApiBatches",15000,6658,2021-06-28 23:11:16
"43a36198-75c5-4113-a28a-8aef22b75b55","DailyBulkApiBatches",15000,6612,2021-06-29 00:16:43
"0cc74bdf-bb7b-4ea5-acb8-390e036086de","DailyBulkApiBatches",15000,6561,2021-06-29 01:14:38
"4153c4aa-ddf7-4548-862c-f802a975455f","DailyBulkApiBatches",15000,6504,2021-06-29 02:14:27
eac2529b-1c82-45cd-9f89-49c938fdc0eb,"DailyBulkApiBatches",15000,6447,2021-06-29 03:14:30
"04548811-c4b3-4b40-aa5e-bf34cf970d9a","DailyBulkApiBatches",15000,6419,2021-06-29 04:11:14
"7e30cc07-d314-415f-a570-76b9f08cf94d","DailyBulkApiBatches",15000,6325,2021-06-29 05:14:32
"8af4fd08-73d7-4aba-9c60-9daa0a064f11","DailyBulkApiBatches",15000,6272,2021-06-29 06:14:30
"40ea7212-c3b3-4fb8-b2ff-cdcc4d119330","DailyBulkApiBatches",15000,6213,2021-06-29 07:13:39
a5e36ab5-0d08-40d8-ad60-ecff23edcec4,"DailyBulkApiBatches",15000,6147,2021-06-29 08:13:44
ed1c31d8-e06f-4cb3-9f21-182bc684f0cc,"DailyBulkApiBatches",15000,6095,2021-06-29 09:13:17
"619bed29-290c-48ab-9c35-c45aae01142f","DailyBulkApiBatches",15000,6030,2021-06-29 10:13:44
abe88536-bb32-4b48-b68d-d1ea5a33299b,"DailyBulkApiBatches",15000,5962,2021-06-29 11:14:25
"474a7cf3-2647-467d-b0e9-b6e2f92294a4","DailyBulkApiBatches",15000,5900,2021-06-29 12:14:47
b1037d5c-bff7-40ec-aa63-7bcc3dfe7990,"DailyBulkApiBatches",15000,5861,2021-06-29 13:13:10
"252a58fb-6146-4721-921d-603158ef0021","DailyBulkApiBatches",15000,5801,2021-06-29 14:13:15
fb82f2c2-37a0-472b-95f9-d9a4f41f470a,"DailyBulkApiBatches",15000,5722,2021-06-29 15:15:31
d33518f6-60ae-44c6-a9fb-d9f1fdf0b85b,"DailyBulkApiBatches",15000,5666,2021-06-29 16:14:36
cba3af61-a82a-40df-ae53-3aa39830eaf7,"DailyBulkApiBatches",15000,5606,2021-06-29 17:13:59
a32c8ae6-1235-4401-b7ca-fee087093459,"DailyBulkApiBatches",15000,5548,2021-06-29 18:14:13
"03e643b2-a7b0-437e-8e9d-adcc99a6d218","DailyBulkApiBatches",15000,5489,2021-06-29 19:13:34
ff7e1bbf-d5de-4a47-b353-3ac64b16254d,"DailyBulkApiBatches",15000,5419,2021-06-29 20:14:12
f7da1a85-805f-4244-b818-1e2cc1ee4162,"DailyBulkApiBatches",15000,5369,2021-06-29 21:14:21
c4728cc3-d10c-4295-8e7c-515e23b99de9,"DailyBulkApiBatches",15000,5316,2021-06-29 22:13:22
"7176ae54-6709-4b4d-a187-c8fe8bdaef7f","DailyBulkApiBatches",15000,5255,2021-06-29 23:13:56
"58e4889a-e0e7-4487-b222-7eb21526613f","DailyBulkApiBatches",15000,5236,2021-06-30 00:14:51
a4262938-d352-4944-a8bb-97630ce44940,"DailyBulkApiBatches",15000,5236,2021-06-30 01:14:15
"231ad40b-6a6d-4d08-8607-f5f4711120cb","DailyBulkApiBatches",15000,5249,2021-06-30 03:13:59
ee24eba5-3ad1-48da-bec0-8cdaf7f4e416,"DailyBulkApiBatches",15000,5249,2021-06-30 04:13:29
"5cd5c88a-536e-4c67-8eef-d3da4382ce54","DailyBulkApiBatches",15000,5241,2021-06-30 05:13:48
"58293625-4db2-4e59-a53c-c22339689d55","DailyBulkApiBatches",15000,5244,2021-06-30 06:14:40
"6390bc51-ac59-4e9d-a0c8-4b42b9fef6f4","DailyBulkApiBatches",15000,5243,2021-06-30 07:13:33
"1d0273bf-5dcc-4cc1-93a0-2f6b3cbf2d8e","DailyBulkApiBatches",15000,5243,2021-06-30 08:13:40
"208ab59a-922c-466c-ab87-dbd3d565cbd5","DailyBulkApiBatches",15000,5249,2021-06-30 09:13:43
c9a54e50-3c83-416a-9d1d-345f37f4993b,"DailyBulkApiBatches",15000,5234,2021-06-30 10:14:27
eafe8cff-4392-4336-9fca-579a4ebde01a,"DailyBulkApiBatches",15000,5243,2021-06-30 11:13:45
"8e38ba6d-9615-421e-9d4e-289eed4d55b6","DailyBulkApiBatches",15000,5238,2021-06-30 12:13:56
"10022b1a-e25b-4b52-9b7f-fb26cb1714f0","DailyBulkApiBatches",15000,5242,2021-06-30 13:14:01
"003f2af1-6e34-4973-9635-a80c8e30467e","DailyBulkApiBatches",15000,5242,2021-06-30 15:14:13
"8b1d894a-85bd-4658-bf2d-4145e90c2e24","DailyBulkApiBatches",15000,5249,2021-06-30 16:13:19
da6aa699-cf9e-4709-a9ec-fa27390e6afd,"DailyBulkApiBatches",15000,5259,2021-06-30 17:12:21
a99cebc7-a4fa-40ea-ad67-e5df22a7a6c6,"DailyBulkApiBatches",15000,5251,2021-06-30 18:12:47
"84d59b4a-c5f3-418d-a134-9554efbcaf4d","DailyBulkApiBatches",15000,5241,2021-06-30 19:15:00
b21c590d-97c1-4635-891f-55fcdbdb2e30,"DailyBulkApiBatches",15000,5256,2021-06-30 20:12:42
a2066902-a98c-4968-a0d5-46e6d16476df,"DailyBulkApiBatches",15000,5248,2021-06-30 21:13:55
"1c062374-742b-4363-8276-342789f3c533","DailyBulkApiBatches",15000,5255,2021-06-30 22:12:33
bcaa445f-62cc-40b1-85ff-cba413696254,"DailyBulkApiBatches",15000,5246,2021-06-30 23:14:14
d847f997-6f65-4d26-9fca-570e1298bca9,"DailyBulkApiBatches",15000,5255,2021-07-01 00:13:10
ba073240-d69a-465c-96f9-cc48f94d3e12,"DailyBulkApiBatches",15000,5208,2021-07-01 01:14:13
"6be53238-1bbf-448a-8ac5-2c368b625fb2","DailyBulkApiBatches",15000,5140,2021-07-01 02:14:04
"18a004df-e3d2-4f83-9641-ec142796a17b","DailyBulkApiBatches",15000,5088,2021-07-01 03:13:34
"1071f3f2-96b6-45f4-977e-46cca8658bab","DailyBulkApiBatches",15000,5006,2021-07-01 04:14:37
d3db42fe-2e40-4deb-97fb-e6dbea368e1e,"DailyBulkApiBatches",15000,4967,2021-07-01 05:13:22
eb61657f-adef-4810-ada6-656a57fbea87,"DailyBulkApiBatches",15000,4910,2021-07-01 06:13:54
e6964ed3-41e5-405f-a310-f6ea1bf430fa,"DailyBulkApiBatches",15000,4867,2021-07-01 07:12:10
"27db613c-0bdb-4959-8538-2402fad10c73","DailyBulkApiBatches",15000,4802,2021-07-01 08:12:13
"740792b5-7ff4-4b70-83a6-db081f341238","DailyBulkApiBatches",15000,4734,2021-07-01 09:14:04
"8e5d3596-b77f-4049-ae0b-4d3143e91700","DailyBulkApiBatches",15000,4681,2021-07-01 10:13:51
"2a2701ce-f7a6-4987-a55f-80443cbc34fd","DailyBulkApiBatches",15000,4605,2021-07-01 11:13:25
dc857f2a-4e51-46d8-aeae-13a4c15575eb,"DailyBulkApiBatches",15000,4537,2021-07-01 12:14:09
"64798ef5-2e37-422f-902b-56e10b991fa0","DailyBulkApiBatches",15000,4489,2021-07-01 13:13:15
a3c3bb10-2c8a-4365-8947-4eccf8639d13,"DailyBulkApiBatches",15000,4444,2021-07-01 14:12:00
fce98e5e-cbb9-4022-8b75-77cb3a2a62ee,"DailyBulkApiBatches",15000,4386,2021-07-01 15:13:30
"874842b9-c7e4-4262-a85c-54ecb795f12b","DailyBulkApiBatches",15000,4312,2021-07-01 16:14:26
"42f46999-bb3b-4c07-adef-121b66a1c562","DailyBulkApiBatches",15000,4258,2021-07-01 17:12:47
"3f5c4ffa-17d8-43a4-abf6-7462c4d56cdf","DailyBulkApiBatches",15000,4180,2021-07-01 18:13:49
"325fa65f-585b-418a-b629-5783e46ec146","DailyBulkApiBatches",15000,4135,2021-07-01 19:12:50
"65565b45-3030-45fa-a512-e2aebc072419","DailyBulkApiBatches",15000,4055,2021-07-01 20:14:26
"52c00d2a-eb6d-487d-8115-7dc6f6d5f65e","DailyBulkApiBatches",15000,4021,2021-07-01 21:12:13
"591e5bfb-dd3e-4680-b026-8a8b8378ea0a","DailyBulkApiBatches",15000,3951,2021-07-01 22:14:11
cdf7faf5-1f76-43f4-8598-7e97d6a2b17b,"DailyBulkApiBatches",15000,3907,2021-07-01 23:12:11
"464826fa-305b-4a4c-ad80-ca94d3bec9d0","DailyBulkApiBatches",15000,3836,2021-07-02 00:15:34
"9ecade87-2244-4556-a9bb-d5427d143b0e","DailyBulkApiBatches",15000,3855,2021-07-02 01:13:11
"904fc69d-8564-48b5-8842-e2e047e0a0f2","DailyBulkApiBatches",15000,3855,2021-07-02 02:13:34
c46b9060-3c4b-4162-bdc3-24c03751091c,"DailyBulkApiBatches",15000,3859,2021-07-02 03:13:37
"9bceac26-59ad-4903-8465-24f82fdf498e","DailyBulkApiBatches",15000,3852,2021-07-02 04:15:06
"3162d8ee-f96f-4e82-9fe9-90762323cb01","DailyBulkApiBatches",15000,3856,2021-07-02 05:14:21
a7fd6a63-c4c1-4594-84a2-6e8331acbc91,"DailyBulkApiBatches",15000,3847,2021-07-02 06:14:43
ce1241f6-9ed0-496c-ba3b-26cdc92cdf3b,"DailyBulkApiBatches",15000,3840,2021-07-02 07:14:28
"4ffdfd67-d7c8-4bd4-bd76-8ef3b5095d7d","DailyBulkApiBatches",15000,3832,2021-07-02 08:14:43
"9245049b-b7ae-4d42-9db4-a390fa2869b0","DailyBulkApiBatches",15000,3852,2021-07-02 09:13:47
"160d3d0c-51be-41ee-805a-e24125b66779","DailyBulkApiBatches",15000,3858,2021-07-02 10:13:46
a29190e7-f7ea-4eea-ba62-652b43f2cef8,"DailyBulkApiBatches",15000,3849,2021-07-02 11:14:04
"3d8e6532-b336-4358-af58-322ae96bb345","DailyBulkApiBatches",15000,3857,2021-07-02 12:13:17
c1202529-04e4-457e-95e8-33cc330432f2,"DailyBulkApiBatches",15000,3856,2021-07-02 13:13:32
"2f07daf3-d3e1-4e35-9a03-2e982c624b28","DailyBulkApiBatches",15000,3861,2021-07-02 14:13:32
"03b69d67-f9e4-4f42-83a6-0ec7ed4e3a10","DailyBulkApiBatches",15000,3860,2021-07-02 15:13:22
"86c01030-b0ca-41d5-ac75-9914fe3584ed","DailyBulkApiBatches",15000,3870,2021-07-02 16:14:16
"42bcab20-9cd4-446f-9f9e-b6c81f5c4b6f","DailyBulkApiBatches",15000,3869,2021-07-02 17:13:06
b015b8cf-3a80-4e4c-925f-c5ec17187fc1,"DailyBulkApiBatches",15000,3870,2021-07-02 18:11:48
"39050115-5e55-480f-917a-723f85815d1e","DailyBulkApiBatches",15000,3873,2021-07-02 19:13:08
"835a9085-f805-4573-96ef-043911671fe4","DailyBulkApiBatches",15000,3873,2021-07-02 20:13:55
ae0d9ca6-890e-441a-b5f4-d8b8fea86837,"DailyBulkApiBatches",15000,3882,2021-07-02 21:12:08
accf0d5f-b28c-40df-9837-63b24de7b855,"DailyBulkApiBatches",15000,3868,2021-07-02 22:13:15
"85277bfe-52a8-4a32-b236-a2226dd8b0fa","DailyBulkApiBatches",15000,3813,2021-07-02 23:12:52
"1e1b1ffa-d9ec-4b5b-b43d-a8a7cb00c83c","DailyBulkApiBatches",15000,3728,2021-07-03 00:16:30
"16a6dc21-9a1f-4265-b78b-9ba34d111097","DailyBulkApiBatches",15000,3690,2021-07-03 01:13:13
"64ebb14d-fe9e-406a-9ba6-6063baf146a9","DailyBulkApiBatches",15000,3620,2021-07-03 02:13:36
"7ca87ead-13b8-42f1-a3d6-00d23fe8bb3a","DailyBulkApiBatches",15000,3579,2021-07-03 03:12:14
f98f8eaf-4baf-4da9-8b26-486774d05d98,"DailyBulkApiBatches",15000,3502,2021-07-03 04:13:55
"730a5adc-c0b6-48e1-9e88-ff744cdbf41a","DailyBulkApiBatches",15000,3427,2021-07-03 05:14:41
d70b166c-2853-4519-a2de-7133c752a7ba,"DailyBulkApiBatches",15000,3392,2021-07-03 06:14:02
"0b1b210f-d8f2-42ab-b6d3-c23f8fe427c0","DailyBulkApiBatches",15000,3350,2021-07-03 07:14:15
"3a88d8cf-2725-484b-b5f8-be09759244cc","DailyBulkApiBatches",15000,3255,2021-07-03 08:14:32
f0d1199b-a80f-4936-bc04-41c1b39dc35c,"DailyBulkApiBatches",15000,3173,2021-07-03 09:14:33
b8554e2e-1fb8-46ac-9018-b5e6009da2d6,"DailyBulkApiBatches",15000,3142,2021-07-03 10:14:33
"698ea0cf-4da3-49cf-a87d-6996f82b65d2","DailyBulkApiBatches",15000,3095,2021-07-03 11:13:25
d26135b9-62e5-421c-bad9-2cee68edb33b,"DailyBulkApiBatches",15000,3047,2021-07-03 12:11:54
c11384fc-96e3-4356-889c-6d5e422aa730,"DailyBulkApiBatches",15000,2977,2021-07-03 13:14:16
b4706235-c287-403e-a8c9-53cf0bae91d3,"DailyBulkApiBatches",15000,2874,2021-07-03 14:13:22
e6aa5900-ff78-4d6e-8478-c417732f65e8,"DailyBulkApiBatches",15000,2837,2021-07-03 15:12:58
"9adf9372-12ad-467e-ad48-8001e192b32a","DailyBulkApiBatches",15000,2780,2021-07-03 16:12:09
"471844a2-18d3-4988-83fb-89a153045e97","DailyBulkApiBatches",15000,2716,2021-07-03 17:13:01
e8736374-767c-43cf-89c7-d355ea28cef2,"DailyBulkApiBatches",15000,2679,2021-07-03 18:13:35
"626a5239-f844-49ee-b9d5-33f3b88e47f4","DailyBulkApiBatches",15000,2586,2021-07-03 19:13:43
ad44ad88-ad89-4adb-8324-ddfcafa399c7,"DailyBulkApiBatches",15000,2593,2021-07-03 20:13:15
"6d63702b-635e-4b1f-8d36-99941121baf2","DailyBulkApiBatches",15000,2601,2021-07-03 21:13:19
d499cfa0-c8ab-443d-817b-509fbf5c988d,"DailyBulkApiBatches",15000,2684,2021-07-03 22:13:04
"73edb2e4-5e05-42fe-8411-d72ffe7b8edf","DailyBulkApiBatches",15000,2686,2021-07-03 23:12:47
"3ddcda76-fe47-4c7c-b8ab-71295ec7bfc8","DailyBulkApiBatches",15000,2657,2021-07-04 00:15:39
"21136ba3-532c-466b-a32f-7d956b41fcf8","DailyBulkApiBatches",15000,2670,2021-07-04 01:14:27
b6a08979-caa9-4d5f-9ad3-82538dd14a33,"DailyBulkApiBatches",15000,2666,2021-07-04 02:14:38
cafde37d-fa05-41b6-9ebd-25e37ca4ffd8,"DailyBulkApiBatches",15000,2670,2021-07-04 03:14:16
"8873008f-c748-4935-9780-98ad3489992b","DailyBulkApiBatches",15000,2670,2021-07-04 04:13:32
"21244b8d-6a90-493b-84ec-ec4adaed9e92","DailyBulkApiBatches",15000,3278,2021-07-04 05:13:42
"47167b41-e470-45ef-b379-48b2395eb2a0","DailyBulkApiBatches",15000,3204,2021-07-04 06:13:40
"41792dfb-2ccf-4e65-be3d-e7468c789a07","DailyBulkApiBatches",15000,3224,2021-07-04 07:13:54
b6e9dca6-c7ca-4962-ab9b-3896008c08e5,"DailyBulkApiBatches",15000,3218,2021-07-04 08:14:13
"1d278bc8-f0f3-490f-b117-bcb14353bd72","DailyBulkApiBatches",15000,3232,2021-07-04 09:14:11
"7bdaea97-a670-4b0f-99e6-0538f6243480","DailyBulkApiBatches",15000,3221,2021-07-04 10:13:12
"80ecc63d-4c54-4212-ba5f-74c1e9cbf252","DailyBulkApiBatches",15000,3213,2021-07-04 11:11:30
"67b3cd77-c6d7-4dfc-bd46-3fcdea6d44bf","DailyBulkApiBatches",15000,3242,2021-07-04 12:11:06
d3d2e47a-aa74-40f8-8e44-4546514b8943,"DailyBulkApiBatches",15000,2704,2021-07-04 13:11:26
bbaca52a-2022-4801-bcca-39adb8f260b4,"DailyBulkApiBatches",15000,2680,2021-07-04 14:14:01
db7d1f66-2cd5-4556-bf36-9aea295f9c41,"DailyBulkApiBatches",15000,2685,2021-07-04 15:14:07
"5e9da998-a58f-41d4-8fbe-85b8d57070ee","DailyBulkApiBatches",15000,2684,2021-07-04 16:13:30
b0fc8f78-7d00-439e-a3ab-a7e9cb355b01,"DailyBulkApiBatches",15000,2672,2021-07-04 17:14:02
bfd6fad1-02f1-4ed7-a77f-90d219fed58f,"DailyBulkApiBatches",15000,2683,2021-07-04 18:14:01
c78a8304-e76f-4cc2-b7f9-bea297ace399,"DailyBulkApiBatches",15000,2629,2021-07-04 19:14:06
"07543069-d2f3-48b6-8b3a-209b46c78324","DailyBulkApiBatches",15000,2557,2021-07-04 20:13:47
f0727326-07b3-43fe-9003-62cda0ad9615,"DailyBulkApiBatches",15000,2461,2021-07-04 21:14:17
"6e2d6d85-0e03-42c6-93bc-2e585af2281d","DailyBulkApiBatches",15000,2452,2021-07-04 22:14:09
"4874c3d9-e382-439e-b601-1b198884500f","DailyBulkApiBatches",15000,2475,2021-07-04 23:12:52
"1df7e07f-7d97-4c40-82bc-2a4b74b2c0ec","DailyBulkApiBatches",15000,2456,2021-07-05 00:15:27
"5ebfe6db-e548-41eb-bb5f-8e000a7ac2c3","DailyBulkApiBatches",15000,2484,2021-07-05 01:12:02
